2025-03-02 15:21:20,488 - discord.client - WARNING - PyNaCl is not installed, voice will NOT be supported
2025-03-02 15:21:20,489 - discord.client - INFO - logging in using static token
2025-03-02 15:21:21,224 - discord.gateway - INFO - Shard ID None has connected to Gateway (Session ID: b206476e2c375ceb2af14f762a510eb5).
2025-03-02 15:21:23,235 - bot - INFO - Logged in as Co-Scientist#3905 (ID: 1344103520856707235)
2025-03-02 15:21:23,235 - bot - INFO - Connected to 1 guilds
2025-03-02 15:21:23,235 - bot - ERROR - Error in event on_ready: 'LLMClient' object has no attribute 'get_available_providers'
2025-03-02 15:24:52,293 - discord.client - WARNING - PyNaCl is not installed, voice will NOT be supported
2025-03-02 15:24:52,294 - discord.client - INFO - logging in using static token
2025-03-02 15:24:53,232 - discord.gateway - INFO - Shard ID None has connected to Gateway (Session ID: 56810a2a912d15ad9c1dd4c2aee68e4c).
2025-03-02 15:24:55,260 - bot - INFO - Logged in as Co-Scientist#3905 (ID: 1344103520856707235)
2025-03-02 15:24:55,260 - bot - INFO - Connected to 1 guilds
2025-03-02 15:24:55,263 - bot - INFO - LLM Provider: openai - Available: True - Default model: gpt-4-turbo
2025-03-02 15:24:55,263 - bot - INFO - LLM Provider: anthropic - Available: True - Default model: claude-3-sonnet-20240229
2025-03-02 15:24:55,263 - bot - INFO - LLM Provider: mistral - Available: True - Default model: mistral-medium-latest
2025-03-02 15:24:55,289 - session_commands - INFO - Registered lab command group
2025-03-02 15:24:55,289 - bot - INFO - Loaded extension: commands.session_commands
2025-03-02 15:24:55,290 - agent_commands - INFO - Agent commands added to lab group
2025-03-02 15:24:55,290 - bot - INFO - Loaded extension: commands.agent_commands
2025-03-02 15:24:55,291 - meeting_commands - INFO - Team meeting command added to lab group
2025-03-02 15:24:55,291 - bot - INFO - Loaded extension: commands.meeting_commands
2025-03-02 15:24:55,292 - bot - INFO - Loaded extension: commands.brainstorm_commands
2025-03-02 15:24:55,297 - bot - ERROR - Failed to load extension commands.transcript_commands: Extension 'commands.transcript_commands' raised an error: AttributeError: 'Command' object has no attribute 'add_option'
2025-03-02 15:24:55,301 - data_commands - INFO - Data commands added to lab group
2025-03-02 15:24:55,301 - bot - INFO - Loaded extension: commands.data_commands
2025-03-02 15:24:55,304 - quickstart_commands - INFO - Registered quickstart command
2025-03-02 15:24:55,304 - quickstart_commands - INFO - All required cogs for quickstart command are loaded
2025-03-02 15:24:55,304 - bot - INFO - Loaded extension: commands.quickstart_commands
2025-03-02 15:24:55,305 - bot - INFO - Loaded extension: commands.help_command
2025-03-02 15:24:55,305 - bot - INFO - Syncing commands with Discord...
2025-03-02 15:24:55,582 - bot - INFO - Synced 6 commands globally
2025-03-02 15:24:55,583 - bot - INFO - Command tree: lab start, lab end, lab list, lab agent, lab team_meeting, lab data, brainstorm, cancel_brainstorm, compare_brainstorms, quickstart, help
2025-03-02 15:24:55,583 - bot - INFO - Bot is ready
2025-03-02 15:42:49,878 - discord.client - WARNING - PyNaCl is not installed, voice will NOT be supported
2025-03-02 15:42:49,878 - discord.client - INFO - logging in using static token
2025-03-02 15:42:50,879 - discord.gateway - INFO - Shard ID None has connected to Gateway (Session ID: a3df73c58c04a20a4f63a04d1fb78123).
2025-03-02 15:42:52,897 - bot - INFO - Logged in as Co-Scientist#3905 (ID: 1344103520856707235)
2025-03-02 15:42:52,898 - bot - INFO - Connected to 1 guilds
2025-03-02 15:42:52,901 - bot - INFO - LLM Provider: openai - Available: True - Default model: gpt-4-turbo
2025-03-02 15:42:52,901 - bot - INFO - LLM Provider: anthropic - Available: True - Default model: claude-3-sonnet-20240229
2025-03-02 15:42:52,901 - bot - INFO - LLM Provider: mistral - Available: True - Default model: mistral-medium-latest
2025-03-02 15:42:52,912 - session_commands - INFO - Registered lab command group
2025-03-02 15:42:52,912 - bot - INFO - Loaded extension: commands.session_commands
2025-03-02 15:42:52,914 - agent_commands - INFO - Agent commands added to lab group
2025-03-02 15:42:52,914 - bot - INFO - Loaded extension: commands.agent_commands
2025-03-02 15:42:52,915 - meeting_commands - INFO - Team meeting command added to lab group
2025-03-02 15:42:52,915 - bot - INFO - Loaded extension: commands.meeting_commands
2025-03-02 15:42:52,916 - bot - INFO - Loaded extension: commands.brainstorm_commands
2025-03-02 15:42:52,918 - data_commands - INFO - Data commands added to lab group
2025-03-02 15:42:52,918 - bot - INFO - Loaded extension: commands.data_commands
2025-03-02 15:42:52,921 - bot - ERROR - Failed to load extension commands.lab_commands: Extension 'commands.lab_commands' raised an error: CommandAlreadyRegistered: Command 'lab' already registered.
2025-03-02 15:42:52,922 - quickstart_commands - INFO - Registered quickstart command
2025-03-02 15:42:52,922 - quickstart_commands - INFO - All required cogs for quickstart command are loaded
2025-03-02 15:42:52,922 - bot - INFO - Loaded extension: commands.quickstart_commands
2025-03-02 15:42:52,928 - bot - INFO - Loaded extension: commands.help_command
2025-03-02 15:42:52,928 - bot - INFO - Syncing commands with Discord...
2025-03-02 15:42:53,469 - bot - INFO - Synced 3 commands globally
2025-03-02 15:42:53,470 - bot - INFO - Command tree: lab start, lab end, lab list, lab agent, lab team_meeting, lab data, lab agent create, lab agent list, lab agent delete, lab agent generate, lab data upload, quickstart, help
2025-03-02 15:42:53,470 - bot - INFO - Bot is ready
2025-03-02 15:50:37,066 - discord.client - WARNING - PyNaCl is not installed, voice will NOT be supported
2025-03-02 15:50:37,067 - discord.client - INFO - logging in using static token
2025-03-02 15:50:38,155 - discord.gateway - INFO - Shard ID None has connected to Gateway (Session ID: 74861b70087535399aa0be3f9058e424).
2025-03-02 15:50:40,174 - bot - INFO - Logged in as Co-Scientist#3905 (ID: 1344103520856707235)
2025-03-02 15:50:40,174 - bot - INFO - Connected to 1 guilds
2025-03-02 15:50:40,177 - bot - INFO - LLM Provider: openai - Available: True - Default model: gpt-4-turbo
2025-03-02 15:50:40,177 - bot - INFO - LLM Provider: anthropic - Available: True - Default model: claude-3-sonnet-20240229
2025-03-02 15:50:40,177 - bot - INFO - LLM Provider: mistral - Available: True - Default model: mistral-medium-latest
2025-03-02 15:50:40,177 - bot - INFO - Starting extension loading process
2025-03-02 15:50:40,177 - bot - INFO - Beginning extension loading sequence
2025-03-02 15:50:40,177 - bot - INFO - Attempting to load extension: commands.session_commands
2025-03-02 15:50:40,188 - session_commands - INFO - Registered lab command group
2025-03-02 15:50:40,189 - bot - INFO - Successfully loaded extension: commands.session_commands
2025-03-02 15:50:40,189 - bot - INFO - Attempting to load extension: commands.agent_commands
2025-03-02 15:50:40,190 - agent_commands - INFO - Agent commands added to lab group
2025-03-02 15:50:40,190 - bot - INFO - Successfully loaded extension: commands.agent_commands
2025-03-02 15:50:40,191 - bot - INFO - Attempting to load extension: commands.meeting_commands
2025-03-02 15:50:40,192 - meeting_commands - INFO - Team meeting command added to lab group
2025-03-02 15:50:40,192 - bot - INFO - Successfully loaded extension: commands.meeting_commands
2025-03-02 15:50:40,192 - bot - INFO - Attempting to load extension: commands.brainstorm_commands
2025-03-02 15:50:40,193 - bot - INFO - Successfully loaded extension: commands.brainstorm_commands
2025-03-02 15:50:40,193 - bot - INFO - Attempting to load extension: commands.data_commands
2025-03-02 15:50:40,194 - data_commands - INFO - Data commands added to lab group
2025-03-02 15:50:40,194 - bot - INFO - Successfully loaded extension: commands.data_commands
2025-03-02 15:50:40,194 - bot - INFO - Attempting to load extension: commands.quickstart_commands
2025-03-02 15:50:40,195 - quickstart_commands - INFO - Registered quickstart command
2025-03-02 15:50:40,195 - quickstart_commands - INFO - All required cogs for quickstart command are loaded
2025-03-02 15:50:40,196 - bot - INFO - Successfully loaded extension: commands.quickstart_commands
2025-03-02 15:50:40,196 - bot - INFO - Attempting to load extension: commands.help_command
2025-03-02 15:50:40,197 - bot - INFO - Successfully loaded extension: commands.help_command
2025-03-02 15:50:40,197 - bot - INFO - Attempting to load extension: commands.lab_commands
2025-03-02 15:50:40,200 - lab_commands - INFO - Loading Lab Commands cog
2025-03-02 15:50:40,200 - lab_commands - INFO - Found lab_group from SessionCommands
2025-03-02 15:50:40,200 - lab_commands - INFO - Dependent cogs loaded successfully
2025-03-02 15:50:40,200 - lab_commands - INFO - LabCommands cog loaded
2025-03-02 15:50:40,200 - bot - INFO - Successfully loaded extension: commands.lab_commands
2025-03-02 15:50:40,200 - bot - INFO - Completed extension loading. Loaded 8 of 8 extensions
2025-03-02 15:50:40,200 - bot - INFO - Extension loading completed successfully
2025-03-02 15:50:40,200 - bot - INFO - Waiting for commands to be fully registered...
2025-03-02 15:50:41,202 - bot - INFO - Starting command sync process
2025-03-02 15:50:41,202 - bot - INFO - Syncing commands with Discord...
2025-03-02 15:50:41,202 - bot - INFO - Found 6 commands before filtering
2025-03-02 15:50:41,202 - bot - INFO - Found command: lab (type: Group)
2025-03-02 15:50:41,203 - bot - INFO -   Subcommand: start
2025-03-02 15:50:41,203 - bot - INFO -   Subcommand: end
2025-03-02 15:50:41,203 - bot - INFO -   Subcommand: list
2025-03-02 15:50:41,203 - bot - INFO -   Subgroup: agent
2025-03-02 15:50:41,203 - bot - INFO -     Sub-subcommand: create
2025-03-02 15:50:41,203 - bot - INFO -     Sub-subcommand: list
2025-03-02 15:50:41,203 - bot - INFO -     Sub-subcommand: delete
2025-03-02 15:50:41,203 - bot - INFO -     Sub-subcommand: generate
2025-03-02 15:50:41,203 - bot - INFO -   Subcommand: team_meeting
2025-03-02 15:50:41,203 - bot - INFO -   Subgroup: data
2025-03-02 15:50:41,203 - bot - INFO -     Sub-subcommand: upload
2025-03-02 15:50:41,203 - bot - INFO - Found command: brainstorm (type: Command)
2025-03-02 15:50:41,204 - bot - INFO - Found command: cancel_brainstorm (type: Command)
2025-03-02 15:50:41,204 - bot - INFO - Found command: compare_brainstorms (type: Command)
2025-03-02 15:50:41,204 - bot - INFO - Found command: quickstart (type: Command)
2025-03-02 15:50:41,204 - bot - INFO - Found command: help (type: Command)
2025-03-02 15:50:41,204 - bot - INFO - Keeping command: lab
2025-03-02 15:50:41,204 - bot - INFO - Filtering out command: brainstorm
2025-03-02 15:50:41,204 - bot - INFO - Filtering out command: cancel_brainstorm
2025-03-02 15:50:41,204 - bot - INFO - Filtering out command: compare_brainstorms
2025-03-02 15:50:41,204 - bot - INFO - Keeping command: quickstart
2025-03-02 15:50:41,204 - bot - INFO - Keeping command: help
2025-03-02 15:50:41,204 - bot - INFO - Added command: lab
2025-03-02 15:50:41,205 - bot - INFO - Added command: quickstart
2025-03-02 15:50:41,205 - bot - INFO - Added command: help
2025-03-02 15:50:41,491 - bot - INFO - Synced 3 commands globally
2025-03-02 15:50:41,492 - bot - INFO - Final command tree: lab start, lab end, lab list, lab agent, lab team_meeting, lab data, lab agent create, lab agent list, lab agent delete, lab agent generate, lab data upload, quickstart, help
2025-03-02 15:50:41,492 - bot - INFO - Command sync completed successfully
2025-03-02 15:50:41,492 - bot - INFO - Bot is ready
2025-03-02 15:52:28,356 - discord.client - WARNING - PyNaCl is not installed, voice will NOT be supported
2025-03-02 15:52:28,357 - discord.client - INFO - logging in using static token
2025-03-02 15:52:29,258 - discord.gateway - INFO - Shard ID None has connected to Gateway (Session ID: 3939fc38b30b835827bd8b09baed0157).
2025-03-02 15:52:31,275 - bot - INFO - Logged in as Co-Scientist#3905 (ID: 1344103520856707235)
2025-03-02 15:52:31,275 - bot - INFO - Connected to 1 guilds
